Scholarship Name,Deadline,Amount,Description,Location,Years,Link
Cecil C. Humphreys Presidential Scholarship,Unknown deadline,500,Applicant must have a minimum combined SAT Reasoning score of 1330 (composite ACT score of 30) and minimum 3.5 GPA required.,No Geographic Restrictions,"['College freshman', 'High school senior']",https://www.collegescholarships.org/financial-aid/scholarship/cecil-c-humphreys-presidential-scholarship
Dean&#039;s Scholarship,Unknown deadline,500,Applicant must have a minimum combined SAT Reasoning score of 1130 (composite ACT score of 25) and minimum 3.0 cumulative GPA.,No Geographic Restrictions,"['College freshman', 'High school senior']",https://www.collegescholarships.org/financial-aid/scholarship/deans-scholarship-1
Valedictorian Scholarship,Unknown deadline,500,"Applicant must be a resident of one of the following counties: Desoto, Marshall, Tate, or Tunica, MS; or Crittenden, AR. Applicant must be the valedictorian of their secondary school class and meet the admission requirements of the school.","Crittenden, Desoto, Marshall, Tate, Tunica","['High school senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/valedictorian-scholarship
Transfer Scholarship,Unknown deadline,500,Applicant must be a transfer student from another four-year institution within the first two years of their high school graduation. Minimum combined SAT Reasoning score of 1130 (composite ACT score of 25) and minimum 3.0 transfer college GPA required.,No Geographic Restrictions,"['College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/transfer-scholarship-1
Community College Transfer Scholarship,Unknown deadline,500,Applicant must be a transfer student who is graduating from a Tennessee community college with a minimum 3.5 cumulative GPA.,Tennessee,['College junior'],https://www.collegescholarships.org/financial-aid/scholarship/community-college-transfer-scholarship
Advantage Scholarship,Unknown deadline,500,"Applicant must be an entering college freshman who is a Tennessee resident with the following: minimum combined SAT Reasoning score of 1050 (composite ACT score of 23), minimum 3.0 GPA, and have a family adjusted gross incoming of $80,000 or less as indicated on the FAFSA. At least one of the following criteria required: be part of an underrepresented ethnic population, be a first generation college student as indicated on the FAFSA, or be a resident of one of the following rural West Tennessee counties: Benton, Carroll, Chester, Crockett, Decatur, Dyer, Fayette, Gibson, Hardeman,Hardin, Haywood, Henderson, Henry, Lake, Lauderdale, Madison, McNairy, Obion, Tipton, or Weakly.",Tennessee,"['High school senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/advantage-scholarship
Phi Theta Kappa Scholarship,Unknown deadline,500,Applicant must be a transfer student who has earned a two-year degree from a community college and can present a copy of their Phi Theta Kappa membership card or certificate along with scholarship application.,No Geographic Restrictions,['College junior'],https://www.collegescholarships.org/financial-aid/scholarship/phi-theta-kappa-scholarship
Presidential Scholarship for Excellence,Unknown deadline,500,Description not available,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidential-scholarship-for-excellence
United States Naval Academy Class of 1963 Foundation Scholarship,Unknown deadline,500,"Applicant must be the wife, son, or daughter of a deceased member of the U.S. Naval Academy class of 1963.",No Geographic Restrictions,"['Doctoral-level study', 'Master&#039;s-level study', 'College freshman', 'College junior', 'College sophomore', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/united-states-naval-academy-class-of-1963-foundation-scholarship
Undergraduate Scholarship,Unknown deadline,500,Selection is based upon academic qualifications and extracurricular activities.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/undergraduate-scholarship
President&#039;s Scholarship,Unknown deadline,500,"Selection is based upon academic qualifications, including ACT/SAT I scores, class rank, and recalculated GPA.",Arizona,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidents-scholarship-1
Sun Devil Scholarship,Unknown deadline,500,Applicant must be a high school senior enrolling for the fall semester as a full-time student. Applicant will be automatically considered for the award once they have been admitted to the university.,"Michigan, Indiana, Ohio, Arkansas, Minnesota, Virginia, Oregon, Florida, Maine, Nebraska, Wisconsin, Iowa, Illinois, Utah, California, North Carolina, North Dakota, Georgia, Delaware, Montana, Nevada, Alaska, South Carolina, Louisiana, Massachusetts, Wyoming, Kentucky, New Mexico, Vermont, Connecticut, West Virginia, New Jersey, Rhode Island, Missouri, Pennsylvania, Hawaii, Colorado, Mississippi, South Dakota, Texas, Kansas, Idaho, Washington, Alabama, Oklahoma, New Hampshire, Tennessee, Maryland, New York","['High school senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/sun-devil-scholarship
Lorene Ahlers Scholarship,Unknown deadline,500,"Applicant must be a U.S. citizen, an Arizona resident, an outstanding high school graduate who demonstrates high academic achievement and leadership, and a full-time degree-seeking student.",Arizona,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/lorene-ahlers-scholarship
Chancellor Scholarship,Unknown deadline,500,"Selection is based upon high school performance, SAT or ACT scores, essay, and interview.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/chancellor-scholarship
University Scholarship,Unknown deadline,500,Selection is based upon high school performance and test scores.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/university-scholarship
President&#039;s Achievement Scholarship - Tier 3,Unknown deadline,500,"Applicant must demonstrate an ability to overcome academic and socioeconomic adversity, be a Texas resident, and a graduate of a Texas high school.",Texas,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidents-achievement-scholarship-tier-3
Dedman Distinguished Scholars Award,Unknown deadline,500,Applicant must rank in the top 5% of class and be enrolled in the Coll of Liberal Arts.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/dedman-distinguished-scholars-award
President&#039;s Achievement Scholarship - Tier 2,Unknown deadline,500,"Applicant must be a Texas resident, graduate from a Texas high school, and demonstrate the ability to overcome academic and socioeconomic adversity.",Texas,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidents-achievement-scholarship-tier-2
Larry Temple Scholarship,Unknown deadline,500,"Preference is given to an applicant majoring in liberal arts, fine arts, or social work, and to Texas residents.",Texas,"['College junior', 'College senior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/larry-temple-scholarship
Texas Excellence Award,Unknown deadline,500,Applicant must rank in top 5% of their secondary class.,No Geographic Restrictions,"['College sophomore', 'College freshman', 'College junior', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/texas-excellence-award
President&#039;s Endowed Scholarship,Unknown deadline,500,"Applicant must have scored a minimum 1300 on the SAT (critical reading and math, with at least 600 in each), a 30 on the ACT (English and math, with a minimum 27 in each).",No Geographic Restrictions,"['College junior', 'College freshman', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/presidents-endowed-scholarship
Lechner and McFadden Scholarship,Unknown deadline,500,"Applicant must have scored a minimum 1300 on the SAT (critical reading and math, with a minimum score of 600 in each) or minimum ACT score of 30 (English and math, with a minimum 27 in each).",No Geographic Restrictions,"['College sophomore', 'Master&#039;s-level study', 'College senior', 'College junior', 'College freshman', 'Other postgraduate-level study']",https://www.collegescholarships.org/financial-aid/scholarship/lechner-and-mcfadden-scholarship
National Merit Scholarship,Unknown deadline,500,Applicant must be a National Merit finalist listing Texas A&amp;M University as their first-choice college and not already be sponsored by National Merit Scholarship Corporation or a corporation.,No Geographic Restrictions,"['College sophomore', 'College senior', 'College freshman', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/national-merit-scholarship
Academic Excellence Scholarship,Unknown deadline,500,"Selection is based on academic achievement, class rank, standardized tests, and extracurricular activities.",No Geographic Restrictions,"['College senior', 'College freshman', 'College junior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/academic-excellence-scholarship-1
Academic Distinction Scholarship,Unknown deadline,500,"Selection is based upon academic achievement, class rank, standardized tests, and extracurricular activities.",No Geographic Restrictions,"['College junior', 'College senior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/academic-distinction-scholarship
Academic Achievement Scholarship,Unknown deadline,500,"Selection is based upon academic achievement, class rank, standardized tests, and extracurricular activities.",No Geographic Restrictions,"['College freshman', 'College junior', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/academic-achievement-scholarship
Magis Leadership Scholarship,Unknown deadline,500,Applicant must have demonstrated leadership ability and involvement in extracurricular activities. Student must also qualify for an Ignatius Scholarship.,No Geographic Restrictions,"['College junior', 'College sophomore', 'College freshman', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/magis-leadership-scholarship
Raynor Distinguished Scholars,Unknown deadline,500,Applicant must rank in the top 5% of class and have a minimum composite ACT score of 30 (combined SAT I score of 1300). Semifinalists are interviewed by a selection committee.,No Geographic Restrictions,"['College junior', 'College sophomore', 'College senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/raynor-distinguished-scholars
Burke Scholarship,Unknown deadline,500,"Applicant must be a Wisconsin resident who has rank in the top tenth of his or her class, a minimum combined SAT I score of 1200 (composite ACT score of 28), and who has shown exceptional commitment to others through community volunteer time and leadership. FAFSA required.",Wisconsin,"['College sophomore', 'College senior', 'College freshman', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/burke-scholarship
College Scholarship Competition,Unknown deadline,500,Description not available,No Geographic Restrictions,"['College junior', 'College sophomore', 'College senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/college-scholarship-competition
Phi Theta Kappa Scholarship,Unknown deadline,500,"Selection is based upon academic qualifications, extracurricular activities, leadership, essay, and recommendation from applicant&#039;s Phi Theta Kappa advisor.",No Geographic Restrictions,['No Restrictions'],https://www.collegescholarships.org/financial-aid/scholarship/phi-theta-kappa-scholarship-1
Competitive Scholarship for Transfers from Two-year Colleges,Unknown deadline,500,"Selection is based upon academic qualifications, extracurricular activities, leadership, and a written essay.",No Geographic Restrictions,['No Restrictions'],https://www.collegescholarships.org/financial-aid/scholarship/competitive-scholarship-for-transfers-from-two-year-colleges
General Henry H. Arnold Education Grant,Unknown deadline,500,"Applicants must be the dependent sons and daughters of Air Force members, spouses of active duty members or surviving spouses of Air Force members who died while on active duty or in retired status. They must also be high school seniors or college students enrolled or accepted as full-time undergraduates for the following school year and maintain a minimum 2.0 GPA.",United States,"['College freshman', 'High school senior', 'College senior', 'College junior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/general-henry-h-arnold-education-grant
NSA Scholarship Award,Unknown deadline,500,Applicant must be a graduate of a Virginia public school who is enrolled as an undergraduate and majoring in accounting at a Virginia college of university.,Virginia,"['College sophomore', 'College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/nsa-scholarship-award
Stanley H. Stearman Scholarship Award,Unknown deadline,500,"Applicant must be the child, grandchild, niece, nephew, son-in-law, or daughter-in-law of an active or retired National Society of Accountants member or deceased member. Applicant must be a U.S. or Canadian citizen majoring in accounting with a minimum &quot;B&quot; grade average in a degree program at an accredited college or university in the U.S.",No Geographic Restrictions,"['Master&#039;s-level study', 'Doctoral-level study', 'College junior', 'College sophomore', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/stanley-h-stearman-scholarship-award
AIAA Undergraduate Scholarship,Unknown deadline,500,"Applicant must have completed at least one academic quarter or semester of full-time college work with a college GPA of not less than the equivalent of a 3.3. Applicant must intend to enter into some field of science or engineering encompassed by the technical activities of AIAA. Selection will be based upon academic achievement, career, goals, recommendations, and extracurricular activities. Upon receipt of award, recipient must become an AIAA student member.",United States,"['College senior', 'College junior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/aiaa-undergraduate-scholarship
AIAA Graduate Award,Unknown deadline,500,"Applicant must have completed a minimum of one semester of full-time graduate study with a GPA of no less than the equivalent of a 3.3. Applicant must intend to enter into some field of science or engineering encompassed by the technical activities of AIAA. Selection is based upon scholarship, research plan, career goals, recommendations, and extracurricular activities. Upon receipt of award, recipient must become an AIAA member.",United States,"['Master&#039;s-level study', 'Doctoral-level study']",https://www.collegescholarships.org/financial-aid/scholarship/aiaa-graduate-award
University Scholars,Unknown deadline,500,Applicant must be an incoming freshman student.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/university-scholars
Merit and Chancellors Scholarship,Unknown deadline,500,Applicant must be an incoming freshman at Seton Hall University.,No Geographic Restrictions,"['High school senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/merit-and-chancellors-scholarship
Indiana University of Pennsylvania Foundation Distinguished Scholars Award,Unknown deadline,500,"Applicant must rank in top tenth of class or have a minimum combined SAT Reasoning score of 1100 and demonstrate leadership, extracurricular activities, and honors.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/indiana-university-of-pennsylvania-foundation-distinguished-scholars-award
Board of Governors Scholarship,Unknown deadline,500,"All freshmen students will be considered for this scholarship. Selection is based upon strength of high school curriculum, minimum 3.0 GPA, demonstrated leadership qualities, active participation in extracurricular activities, and essay or recommendation letter.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/board-of-governors-scholarship
Chancellor&#039;s Merit Scholarship,Unknown deadline,500,Applicant must be a National Merit or National Achievement finalist who indicates a preference to attend U of Arkansas at Fayetteville.,No Geographic Restrictions,"['College freshman', 'College senior', 'College sophomore', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/chancellors-merit-scholarship
Sturgis Fellowship,Unknown deadline,500,Applicant must have exceptional academic performance and select a major in the Fulbright College of Arts and Sciences.,No Geographic Restrictions,"['College freshman', 'College junior', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/sturgis-fellowship
Chancellor&#039;s Scholarship,Unknown deadline,500,"Applicant must have high academic test scores and high school GPA. National Merit finalists or semifinalists, National Achievement finalists or semifinalists are also considered. Applicant must not have enrolled in any other postsecondary institution the fall or spring semester following high school graduation. All new freshman applicants will be considered for the award.",No Geographic Restrictions,"['College freshman', 'College senior', 'College junior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/chancellors-scholarship-2
University Scholarship,Unknown deadline,500,Applicants must be in top 5%-10% of entering freshman applicant pool.,No Geographic Restrictions,"['College junior', 'College freshman', 'College sophomore', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/university-scholarship-1
U.S. Army Scholarship,Unknown deadline,500,Selection is based upon test scores and GPA. Interview is required.,No Geographic Restrictions,"['College senior', 'College sophomore', 'College junior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/us-army-scholarship
Air Force Scholarship,Unknown deadline,500,Selection is based upon test scores and GPA. Interview is required.,No Geographic Restrictions,"['College senior', 'College sophomore', 'College junior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/air-force-scholarship
Chancellor&#039;s Alumni Scholarship,Unknown deadline,500,"Applicant must have an overall &quot;A&quot; grade average in high school English, math, social studies, and natural sciences. Interview and essay are required. Applicant must have a minimum composite ACT score of 33, combined SAT I score of 1450, or a National Merit selection index score of at least 200.",No Geographic Restrictions,"['College junior', 'College freshman', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/chancellors-alumni-scholarship
Alumni Association Top 100 Scholarship,Unknown deadline,500,Applicant must have excellent standardized test scores and high school academic record.,No Geographic Restrictions,"['College junior', 'College freshman', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/alumni-association-top-100-scholarship
Centennial Award,Unknown deadline,500,"Applicant must have high standardized test scores and an excellent academic record, especially in English and math, or be a National Merit or National Achievement Semifinalist.",No Geographic Restrictions,"['College sophomore', 'College junior', 'College senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/centennial-award
Tuition Exemption Scholarship for Nonresidents,Unknown deadline,500,"Applicant must be a resident of a state other than Louisiana, have high standardized test scores, and an excellent academic record, especially in English and math.","Delaware, Arizona, Nevada, New Jersey, South Carolina, Washington, New Mexico, Arkansas, Maryland, Oregon, Hawaii, Wisconsin, New York, Kansas, Missouri, Virginia, Montana, California, Nebraska, Georgia, New Hampshire, Illinois, Pennsylvania, Alaska, North Carolina, Massachusetts, Iowa, Idaho, Florida, Tennessee, Ohio, Kentucky, Texas, Minnesota, Michigan, Connecticut, Utah, Mississippi, South Dakota, North Dakota, Indiana, West Virginia, Colorado, Rhode Island, Alabama, Wyoming, Maine, Vermont, Oklahoma","['College junior', 'College sophomore', 'College senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/tuition-exemption-scholarship-for-nonresidents
Nonresident Fee Waiver,Unknown deadline,500,Applicant must be a resident of a state other than Louisiana and have a commendable academic record.,"Virginia, Nevada, California, Arkansas, Washington, Mississippi, Delaware, Indiana, Illinois, Utah, Montana, Wyoming, Maine, Georgia, Kansas, Minnesota, Hawaii, Florida, Massachusetts, Wisconsin, Connecticut, Ohio, Arizona, Colorado, Rhode Island, Maryland, Michigan, West Virginia, Idaho, New Jersey, Alabama, South Dakota, Oklahoma, New Hampshire, Pennsylvania, Oregon, South Carolina, Tennessee, North Dakota, Texas, Missouri, Alaska, North Carolina, Kentucky, New Mexico, Vermont, Nebraska, Iowa, New York","['College sophomore', 'College junior', 'College freshman', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/nonresident-fee-waiver
"National Garden Clubs, Inc. Scholarship",Unknown deadline,500,"Applicant must be a U.S. citizen currently enrolled as a full-time student and have the endorsement of the State Garden Club from the state in which he or she is a permanent resident. Official transcripts, personal statement, three letters of recommendation, financial aid form, and list of extracurricular activity involvement/honors received must be submitted. Applicant should write to the above address for name and address of his or her State Scholarship Chairman.",No Geographic Restrictions,"['College junior', 'Master&#039;s-level study', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/national-garden-clubs-inc-scholarship
Zolp Scholarship,Unknown deadline,500,Applicant must be Roman Catholic and have a last name spelled &quot;Zolp&quot; which appears both on the applicant&#039;s birth certificate and confirmation or baptismal certificate.,No Geographic Restrictions,"['College sophomore', 'Master&#039;s-level study', 'Doctoral-level study', 'College senior', 'College freshman', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/zolp-scholarship
Excellence Award,Unknown deadline,500,"Applicant must have a minimum high school grade average of 90 and minimum combined SAT I score of 1300, be interviewed, and submit an essay and two letters of recommendation.",No Geographic Restrictions,"['College senior', 'College junior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/excellence-award
Baruch Scholarship,Unknown deadline,500,"Applicant must have a minimum secondary school grade average of 87, a minimum combined SAT I score of 1100, be interviewed, and submit an essay and two letters of recommendation.",No Geographic Restrictions,"['College junior', 'College senior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/baruch-scholarship
Upperclass Dean&#039;s Scholarship,Unknown deadline,500,Applicant must have a minimum 3.4 GPA with at least 16 credit hours per quarter.,No Geographic Restrictions,"['College junior', 'College sophomore', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/upperclass-deans-scholarship
Dean&#039;s Special Talent Scholarship,Unknown deadline,500,Selection is based upon talent and academic qualifications.,No Geographic Restrictions,"['College senior', 'College sophomore', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/deans-special-talent-scholarship
Edwin L. and Ruth Kennedy Distinguished Professor Scholarship,Unknown deadline,500,Selection is based upon academic qualifications. Each Distinguished Professor personally selects recipient and determines specific major and academic program.,No Geographic Restrictions,"['College sophomore', 'College freshman', 'College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/edwin-l-and-ruth-kennedy-distinguished-professor-scholarship
Endowed Scholarship,Unknown deadline,500,"Each scholarship has its own criteria, including parent&#039;s employment, organizational affiliation, financial need, religion, gender, academic qualifications, place of residence, or academic major.",No Geographic Restrictions,"['College freshman', 'College junior', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/endowed-scholarship
Leslie H. Cochran University Scholars Award,Unknown deadline,500,"Applicant must have a minimum composite ACT score of 30 (combined SAT Reasoning score of 1340) and either recognition as a National Merit or National Achievement Finalist or rank in top 15% of class with college-preparatory curriculum. For special consideration, applicant must have a minimum composite ACT score of 28 (combined SAT Reasoning score of 1260) and either recognition as a National Merit or National Achievement Semifinalist or rank in top 15% of class with college-preparatory curriculum and a recommendation by the University Scholars Committee.",No Geographic Restrictions,"['College freshman', 'College sophomore', 'College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/leslie-h-cochran-university-scholars-award
Trustees&#039; Scholarship,Unknown deadline,500,Applicant must be the valedictorian of high school graduating class.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/trustees-scholarship
Dean&#039;s Scholarship,Unknown deadline,500,Applicant must rank in the top 15% of graduating class and have a minimum composite ACT score of 25 (combined SAT Reasoning score of 1140).,No Geographic Restrictions,"['College sophomore', 'College junior', 'College senior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/deans-scholarship-2
President&#039;s Scholarship,Unknown deadline,500,Applicant must rank in top tenth of class and have a minimum composite ACT score of 27 or combined SAT Reasoning score of 1220.,No Geographic Restrictions,"['College junior', 'College freshman', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/presidents-scholarship-2
Transfer Student Scholarship,Unknown deadline,500,"Applicant must be transferring from a branch campus, community college, or pursuing a campus-based associate program. Applicant must have a minimum 3.5 GPA with at least 24 transferable semester hours.",No Geographic Restrictions,['No Restrictions'],https://www.collegescholarships.org/financial-aid/scholarship/transfer-student-scholarship
American Society for Enology and Viticulture Scholarship,Unknown deadline,500,"Applicant must be a resident of North America, demonstrate financial need, and have a minimum 3.0 GPA for undergraduate award (minimum 3.2 GPA for graduate award).","Canada, United States","['Doctoral-level study', 'Master&#039;s-level study', 'College junior', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/american-society-for-enology-and-viticulture-scholarship
National Merit Scholarship,Unknown deadline,500,Selection is based upon academic achievement and standardized test scores.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/national-merit-scholarship-1
Admissions Academic Scholarship - Non-Resident,Unknown deadline,500,Applicant must not be a Florida resident.,"New Hampshire, Arizona, Utah, Nevada, Alabama, Mississippi, Oklahoma, West Virginia, Louisiana, Maryland, Kansas, Minnesota, Michigan, New Jersey, Colorado, North Carolina, Massachusetts, Kentucky, New York, Indiana, Virginia, Oregon, Idaho, Wisconsin, Georgia, Missouri, Delaware, Illinois, Alaska, South Carolina, California, Rhode Island, Maine, Nebraska, Ohio, Hawaii, Montana, Washington, Tennessee, Wyoming, Connecticut, South Dakota, New Mexico, North Dakota, Iowa, Pennsylvania, Vermont, Texas, Arkansas",['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/admissions-academic-scholarship-non-resident
Minority Academically Talented Scholarship,Unknown deadline,500,"Applicant must be a minority student. Selection is based upon high school course work, weighted GPA, and SAT I or ACT scores.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/minority-academically-talented-scholarship
Admissions Academic Scholarship,Unknown deadline,500,"Selection is based upon secondary school course work, weighted GPA, and SAT I or ACT scores.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/admissions-academic-scholarship
Salutatorian Scholarship,Unknown deadline,500,Applicant must be a salutatorian from a Florida high school.,Florida,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/salutatorian-scholarship
Valedictorian Scholarship,Unknown deadline,500,Applicant must be the valedictorian from a Florida high school.,Florida,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/valedictorian-scholarship-1
Hispanic Scholarship,Unknown deadline,500,"Applicant must be a finalist ($4,000 award) or semifinalist ($3,000 award) in the National Hispanic Scholarship Program.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/hispanic-scholarship
National Achievement Scholarship,Unknown deadline,500,"Applicant must be a National Achievement finalist or semifinalist. Applicant will also be considered for an enhancement of $1,000 for one year of involvement in the Honors Program.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/national-achievement-scholarship
National Merit Finalist Scholarship,Unknown deadline,500,"Applicant must be selected by the National Merit Foundation, have a minimum 3.5 GPA, and participate in the honors program.",No Geographic Restrictions,"['College sophomore', 'College freshman', 'College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/national-merit-finalist-scholarship
Resident Assistant Scholarship,Unknown deadline,500,"Applicant must have a minimum 2.5 GPA and may not receive more than 12 repermands. Applicant must also complete application form, submit recommendations from Resident Advisors, complete selection process, and meet personal qualifications and job expectations.",No Geographic Restrictions,"['Doctoral-level study', 'Master&#039;s-level study', 'College junior', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/resident-assistant-scholarship
Tony Leisner Scholarship,Unknown deadline,500,"Applicant must be a U.S. or Canadian citizen who is currently working in a library and has at least one year of library experience. Selection is based upon academic excellence, leadership, and commitment to a career in librarianship.","Canada, United States",['Master&#039;s-level study'],https://www.collegescholarships.org/financial-aid/scholarship/tony-leisner-scholarship
Mary McLeod Bethune Scholarship,Unknown deadline,500,"Applicant must be a United States citizen or eligible non-citizen who is a Florida resident and a full-time student. Applicant must not owe a repayment or be in default under any state or federal grant, loan, or scholarship program unless satisfactory arrangements to repay have been made. Financial need is required.",Florida,"['College senior', 'College junior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/mary-mcleod-bethune-scholarship
Rosewood Family Scholarship,Unknown deadline,500,"Applicant must be a direct descendant of Rosewood families affected by the incidents of January 1923. Initial Student Florida Financial Aid Application is required for verification. Applicant must not owe a repayment or be in default under any state or federal grant, loan, or scholarship program unless satisfactory arrangements to repay have been made. FAFSA is required.",Florida,"['College sophomore', 'College freshman', 'College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/rosewood-family-scholarship
General Scholarship,Unknown deadline,500,"Selection is based upon academic performance, SAT I or ACT scores (freshmen only), extracurricular involvement, faculty recommendations (junior, senior, and graduate students), and writing ability and creativity, as demonstrated in statement of career aspirations and scholarship essay.",No Geographic Restrictions,"['Doctoral-level study', 'College sophomore', 'College senior', 'College freshman', 'Master&#039;s-level study', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/general-scholarship
University Scholarship,Unknown deadline,500,"Applicant must be a Northridge undergraduate student who has completed at least 24 units, but no more than 96 cumulative undergraduate units. Applicant must attend a mandatory pre-application workshop. Minimum 3.25 GPA required.",No Geographic Restrictions,"['College senior', 'College sophomore', 'Master&#039;s-level study', 'College junior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/university-scholarship-2
The Medallion Scholarship,Unknown deadline,500,Applicant must have a minimum 3.7 GPA and a minimum composite ACT score of 25 (combined SAT Reasoning score of 1170). Recipient must attend the Medallion Competition in February.,No Geographic Restrictions,"['College sophomore', 'College freshman', 'College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/the-medallion-scholarship
C.G. Fuller Foundation Scholarship,Unknown deadline,500,"Applicant must have a minimum combined SAT score of 1100, be a South Carolina resident attending a South Carolina college or university, and demonstrate financial need. Family income may not exceed $60,000.",South Carolina,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/cg-fuller-foundation-scholarship
East Carolina Scholars Award,Unknown deadline,500,Applicant must have a strong secondary school academic record and a record of extracurricular activities and leadership.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/east-carolina-scholars-award
University Scholars Award,Unknown deadline,500,Applicant must have a strong secondary school academic record and a record of extracurricular activities and leadership.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/university-scholars-award
Presidential Scholarship,Unknown deadline,500,Applicant must rank in top five percent of high school class and have a minimum composite ACT score of 30.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidential-scholarship-9
